Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Segment,Category,Sub_Category,Product_Name,Sales,Profit,Quantity,Discount,Shipping_Cost,Payment_Method
ORD-10048,2024-02-12,CUST-7211,Crystal Miranda,East,Consumer,Office Supplies,Binders,Binders Product 59,721.71,77.77,1,0.1,52.39,Bank Transfer
ORD-10049,2024-05-22,CUST-6733,Lindsay Hughes,South,Home Office,Furniture,Tables,Tables Product 9,4182.81,466.96,9,0.0,118.28,Credit Card
ORD-10050,2025-01-21,CUST-3068,Wendy Fisher,West,Home Office,Technology,Laptops,Laptops Product 15,1036.84,-94.18,3,0.05,86.78,UPI
ORD-10051,2024-08-26,CUST-3683,Kimberly Lane,East,Consumer,Office Supplies,Binders,Binders Product 75,3846.15,-94.21,10,0.0,8.72,PayPal
ORD-10052,2024-10-21,CUST-4978,Devin Gibson,North,Home Office,Office Supplies,Binders,Binders Product 99,2013.44,446.49,2,0.2,48.73,Credit Card
ORD-10053,2025-02-11,CUST-9289,Samantha Calderon,East,Consumer,Office Supplies,Paper,Paper Product 54,1768.66,164.08,6,0.0,124.24,Credit Card
ORD-10054,2024-08-09,CUST-3885,Brian Bruce,East,Home Office,Furniture,Storage,Storage Product 69,4463.3,477.05,3,0.15,117.32,Bank Transfer
ORD-10055,2024-08-11,CUST-8385,Jessica Moore,South,Corporate,Office Supplies,Art,Art Product 73,1378.56,390.51,2,0.1,93.5,Bank Transfer
ORD-10056,2024-06-21,CUST-5232,Lawrence Holder Jr.,East,Corporate,Technology,Phones,Phones Product 77,4262.22,-77.45,4,0.1,106.67,PayPal
ORD-10057,2024-10-11,CUST-4937,Scott Walker,West,Home Office,Technology,Accessories,Accessories Product 92,4742.91,-291.57,7,0.15,76.17,Credit Card
ORD-10058,2024-02-17,CUST-8753,Andrew Andrews,East,Corporate,Furniture,Chairs,Chairs Product 96,2051.79,19.47,10,0.1,84.81,PayPal
ORD-10059,2024-12-25,CUST-2958,Donna Greene,South,Consumer,Furniture,Tables,Tables Product 28,1567.78,5.87,4,0.1,112.1,PayPal
ORD-10060,2025-01-05,CUST-4727,Timothy Conrad,East,Consumer,Office Supplies,Art,Art Product 39,3004.11,1025.09,4,0.1,7.05,UPI
ORD-10061,2024-05-20,CUST-2680,Richard White,North,Home Office,Technology,Laptops,Laptops Product 37,2789.13,596.42,3,0.15,73.06,Bank Transfer
ORD-10062,2024-06-23,CUST-7565,Heather Greene,West,Consumer,Technology,Laptops,Laptops Product 74,1299.77,374.04,2,0.0,96.27,Credit Card
ORD-10063,2024-03-18,CUST-7818,Jack Christensen,South,Home Office,Technology,Accessories,Accessories Product 49,4748.17,-292.81,4,0.0,70.32,Bank Transfer
ORD-10064,2024-06-01,CUST-4404,Daniel Wilson,South,Corporate,Office Supplies,Binders,Binders Product 85,1561.63,280.25,10,0.0,16.77,UPI
ORD-10065,2024-03-29,CUST-5771,Curtis Romero,North,Consumer,Office Supplies,Paper,Paper Product 37,824.84,69.15,10,0.15,107.51,Bank Transfer
ORD-10066,2024-02-06,CUST-7965,Natalie Martinez,North,Home Office,Office Supplies,Paper,Paper Product 29,4623.36,1176.75,10,0.05,98.91,PayPal
ORD-10067,2025-02-27,CUST-5728,Ashley Williams,West,Consumer,Technology,Laptops,Laptops Product 60,345.21,88.61,10,0.2,104.86,Bank Transfer
ORD-10068,2025-04-27,CUST-8078,Mrs. Erin Blackwell,East,Home Office,Furniture,Storage,Storage Product 33,2722.91,264.1,10,0.0,8.75,UPI
ORD-10069,2025-05-07,CUST-1659,Michelle Choi,South,Corporate,Office Supplies,Art,Art Product 67,2956.26,-268.03,5,0.2,99.47,PayPal
ORD-10070,2024-04-02,CUST-6700,Billy Reese,West,Corporate,Office Supplies,Binders,Binders Product 42,3192.18,387.14,2,0.15,102.17,UPI
ORD-10071,2024-06-17,CUST-1601,James Bell,West,Consumer,Furniture,Storage,Storage Product 41,2502.57,495.92,7,0.2,41.6,Credit Card
ORD-10072,2025-05-11,CUST-7770,Samuel Melendez,North,Consumer,Furniture,Storage,Storage Product 67,4133.39,-411.2,9,0.15,57.46,Bank Transfer
ORD-10073,2024-11-16,CUST-8941,Jessica Martinez,North,Consumer,Furniture,Chairs,Chairs Product 81,1057.61,155.63,5,0.15,93.29,UPI
ORD-10074,2024-12-29,CUST-2858,Megan Sims,West,Consumer,Technology,Phones,Phones Product 83,2776.65,412.37,2,0.05,125.66,Bank Transfer
ORD-10075,2025-04-22,CUST-4993,April Wilson,West,Home Office,Office Supplies,Binders,Binders Product 19,2568.92,59.19,8,0.15,60.62,UPI
ORD-10076,2025-03-18,CUST-5377,Carlos Garrett,North,Corporate,Technology,Phones,Phones Product 93,3874.74,1102.31,6,0.2,48.29,Bank Transfer
ORD-10077,2025-03-19,CUST-7180,Aaron Watson,West,Corporate,Technology,Phones,Phones Product 25,2715.97,150.21,9,0.2,147.21,UPI
ORD-10078,2024-10-19,CUST-7246,Matthew Collins,West,Home Office,Furniture,Chairs,Chairs Product 84,4287.26,363.77,6,0.15,147.22,Bank Transfer
ORD-10079,2025-05-08,CUST-2633,Jonathon Roberts,West,Consumer,Technology,Laptops,Laptops Product 93,2536.34,419.97,2,0.15,25.9,UPI
ORD-10080,2024-02-08,CUST-9742,Gregory Dudley,West,Corporate,Furniture,Tables,Tables Product 81,1725.88,365.4,2,0.1,109.21,Bank Transfer
ORD-10081,2025-03-22,CUST-2480,Seth Collins,West,Consumer,Office Supplies,Paper,Paper Product 98,3106.42,17.54,5,0.05,96.89,Credit Card
ORD-10082,2024-08-15,CUST-5806,Tyler Harris,East,Corporate,Technology,Accessories,Accessories Product 56,1532.36,-133.28,6,0.0,26.11,Bank Transfer
ORD-10083,2024-10-16,CUST-4945,Cassidy Walters,West,Home Office,Office Supplies,Paper,Paper Product 19,891.42,-57.46,7,0.2,38.67,PayPal
ORD-10084,2024-08-23,CUST-3588,Troy Chen,North,Corporate,Furniture,Storage,Storage Product 45,96.52,25.3,5,0.2,148.21,PayPal
ORD-10085,2024-11-23,CUST-8916,Shelby Rodriguez,North,Consumer,Furniture,Storage,Storage Product 49,1287.99,361.14,4,0.15,87.93,PayPal
ORD-10086,2024-12-24,CUST-1803,Keith Golden,West,Corporate,Furniture,Chairs,Chairs Product 100,4890.83,959.6,5,0.0,120.83,PayPal
ORD-10087,2024-04-22,CUST-1645,Matthew King,East,Corporate,Office Supplies,Paper,Paper Product 5,3123.41,640.28,3,0.0,89.04,UPI
ORD-10088,2024-02-16,CUST-6994,Adrienne Erickson,East,Consumer,Furniture,Tables,Tables Product 33,3750.03,-78.61,3,0.2,137.54,Bank Transfer
ORD-10089,2025-05-10,CUST-3306,Donald Barker,South,Home Office,Furniture,Storage,Storage Product 93,4358.46,1141.5,8,0.0,102.79,Bank Transfer
ORD-10090,2025-05-10,CUST-3024,Ashley Brown,West,Corporate,Office Supplies,Binders,Binders Product 87,497.0,38.55,5,0.2,113.61,PayPal
ORD-10091,2024-10-26,CUST-1410,Melvin Kelly MD,East,Home Office,Furniture,Storage,Storage Product 29,4704.44,-241.08,4,0.15,98.91,Bank Transfer
ORD-10092,2025-04-10,CUST-5986,Nichole Hernandez,West,Consumer,Office Supplies,Binders,Binders Product 13,3263.74,-155.01,1,0.0,39.05,UPI
ORD-10093,2024-07-17,CUST-3531,Stacey Bright,West,Home Office,Furniture,Tables,Tables Product 13,3368.91,789.72,9,0.15,125.89,Bank Transfer
ORD-10094,2025-04-25,CUST-6942,Caroline Cantu,North,Home Office,Furniture,Chairs,Chairs Product 48,3466.89,-7.73,8,0.05,83.95,PayPal
ORD-10095,2024-02-01,CUST-4475,Brian Chang,North,Consumer,Furniture,Tables,Tables Product 43,989.55,-44.56,8,0.0,40.32,UPI
ORD-10096,2025-02-06,CUST-4538,Christopher Garcia,South,Corporate,Office Supplies,Paper,Paper Product 100,389.62,95.19,4,0.2,26.4,Credit Card
ORD-10097,2024-05-21,CUST-3159,Tonya Larson,North,Corporate,Technology,Laptops,Laptops Product 31,2724.07,706.44,2,0.0,90.38,Credit Card
ORD-10098,2024-03-30,CUST-8802,Joshua Hayes,West,Corporate,Furniture,Chairs,Chairs Product 66,677.45,60.59,2,0.0,91.08,Bank Transfer
ORD-10099,2024-09-14,CUST-8504,Gabriela Lee,North,Consumer,Technology,Accessories,Accessories Product 62,264.66,66.81,9,0.1,127.86,Bank Transfer
ORD-10100,2024-12-17,CUST-3430,Mrs. Melanie Nichols DVM,North,Consumer,Technology,Phones,Phones Product 36,3576.39,356.22,2,0.1,95.53,PayPal
ORD-10101,2024-07-14,CUST-2874,Daniel Lawrence,South,Corporate,Office Supplies,Art,Art Product 58,1509.74,192.49,7,0.0,133.77,Bank Transfer
ORD-10102,2024-06-22,CUST-5176,Christopher Smith,East,Consumer,Furniture,Tables,Tables Product 88,2109.15,-120.67,7,0.1,138.83,Credit Card
ORD-10103,2024-02-16,CUST-1982,Jerome Lewis,East,Home Office,Technology,Laptops,Laptops Product 16,2187.79,514.27,6,0.05,64.57,Bank Transfer
ORD-10104,2025-03-20,CUST-9313,Amy Orr,South,Consumer,Office Supplies,Paper,Paper Product 85,4843.57,824.3,6,0.0,74.92,Credit Card
ORD-10105,2024-06-28,CUST-1430,Jason Kelley,East,Consumer,Office Supplies,Binders,Binders Product 24,618.68,15.69,4,0.15,44.62,PayPal
ORD-10106,2025-04-16,CUST-2140,Elizabeth Smith,South,Home Office,Furniture,Tables,Tables Product 82,80.22,23.38,10,0.15,145.91,Credit Card
ORD-10107,2025-01-17,CUST-6105,Duane Baldwin,East,Home Office,Office Supplies,Paper,Paper Product 77,1912.16,199.13,3,0.1,17.32,Credit Card
ORD-10108,2024-03-20,CUST-8957,Kelly Leon,West,Corporate,Technology,Accessories,Accessories Product 35,296.32,-18.75,8,0.15,36.26,Credit Card
ORD-10109,2024-06-25,CUST-6053,John Collier,North,Consumer,Furniture,Chairs,Chairs Product 51,1452.07,298.14,8,0.2,147.74,Credit Card
ORD-10110,2024-01-04,CUST-6375,Kathleen Sharp,North,Consumer,Technology,Phones,Phones Product 64,4729.35,1160.14,5,0.1,113.32,UPI
ORD-10111,2024-03-07,CUST-7505,Amanda Young,North,Corporate,Furniture,Storage,Storage Product 3,3533.17,442.06,6,0.0,71.66,Credit Card
ORD-10112,2025-03-17,CUST-2887,Katrina Taylor,West,Consumer,Furniture,Storage,Storage Product 42,2174.96,178.33,7,0.1,29.92,Bank Transfer
ORD-10113,2025-03-01,CUST-7560,Jeanette Casey,North,Corporate,Office Supplies,Binders,Binders Product 40,486.24,136.16,4,0.15,113.14,UPI
ORD-10114,2024-06-19,CUST-6724,Derek Koch,East,Home Office,Technology,Laptops,Laptops Product 83,2576.89,-125.46,9,0.05,123.18,UPI
ORD-10115,2024-02-22,CUST-9095,Lorraine Villarreal,West,Home Office,Technology,Phones,Phones Product 98,1026.5,175.61,2,0.05,89.02,PayPal
ORD-10116,2025-03-18,CUST-5500,Amy Jones,North,Corporate,Office Supplies,Binders,Binders Product 65,797.24,-55.23,8,0.1,15.76,Bank Transfer
ORD-10117,2024-08-19,CUST-9307,Charles Wilson,West,Corporate,Technology,Laptops,Laptops Product 75,1875.25,54.73,2,0.2,85.38,Credit Card
ORD-10118,2024-08-18,CUST-2013,Debbie Mckinney,West,Consumer,Office Supplies,Art,Art Product 44,981.79,169.12,9,0.05,147.45,Credit Card
ORD-10119,2024-09-15,CUST-9564,Nathaniel Beck,South,Corporate,Office Supplies,Paper,Paper Product 48,243.75,53.24,8,0.2,138.1,Bank Transfer
ORD-10120,2024-07-28,CUST-6401,Jay Simmons,North,Home Office,Furniture,Storage,Storage Product 87,3009.54,767.89,6,0.0,61.05,PayPal
ORD-10121,2025-01-05,CUST-6731,Christina Joyce,East,Home Office,Office Supplies,Art,Art Product 90,4372.73,218.69,10,0.05,101.01,UPI
ORD-10122,2024-10-31,CUST-9624,Austin Brown,North,Home Office,Office Supplies,Paper,Paper Product 86,1582.43,109.99,6,0.05,66.39,PayPal
ORD-10123,2024-01-10,CUST-4711,Marvin Pruitt,South,Consumer,Furniture,Tables,Tables Product 10,942.3,-3.4,8,0.05,47.89,Credit Card
ORD-10124,2024-09-16,CUST-3147,Darren Lawrence,West,Consumer,Office Supplies,Art,Art Product 21,4424.23,-367.27,6,0.2,31.22,UPI
ORD-10125,2025-01-04,CUST-5668,Carmen Atkinson,West,Consumer,Furniture,Chairs,Chairs Product 69,2083.75,425.84,4,0.15,39.68,Bank Transfer
ORD-10126,2025-04-07,CUST-5616,Peter Graham,West,Home Office,Technology,Phones,Phones Product 68,3407.62,533.94,8,0.15,65.71,UPI
ORD-10127,2025-02-22,CUST-2680,Brian Calderon,North,Corporate,Technology,Accessories,Accessories Product 11,735.07,9.19,8,0.1,115.65,PayPal
ORD-10128,2024-08-18,CUST-6727,Julie Crawford,North,Corporate,Office Supplies,Paper,Paper Product 7,4163.68,-244.53,4,0.15,62.49,PayPal
ORD-10129,2024-04-30,CUST-3392,Kim Reyes,South,Consumer,Furniture,Chairs,Chairs Product 37,1905.82,-166.41,2,0.1,138.02,Bank Transfer
ORD-10130,2024-12-22,CUST-5193,Michael Walker MD,South,Consumer,Technology,Accessories,Accessories Product 71,2372.1,419.64,2,0.0,141.33,Bank Transfer
ORD-10131,2024-02-26,CUST-8489,Joseph Morrison,North,Consumer,Furniture,Chairs,Chairs Product 64,1540.7,-120.96,7,0.2,91.53,Credit Card
ORD-10132,2024-11-19,CUST-6780,Brittany Thompson,South,Home Office,Office Supplies,Art,Art Product 54,1247.59,-44.15,7,0.0,32.16,Credit Card
ORD-10133,2024-09-25,CUST-1333,Alexandra Jones,West,Corporate,Furniture,Chairs,Chairs Product 6,4769.35,690.78,9,0.2,97.17,PayPal
ORD-10134,2024-05-09,CUST-6447,James Kirk,South,Consumer,Office Supplies,Paper,Paper Product 46,1817.61,-126.5,4,0.0,84.17,UPI
ORD-10135,2025-03-01,CUST-2033,Cynthia Smith,West,Consumer,Office Supplies,Binders,Binders Product 38,4905.05,565.74,3,0.05,34.23,UPI
ORD-10136,2025-03-29,CUST-5150,Brian Krueger,North,Home Office,Technology,Phones,Phones Product 25,4670.19,616.1,9,0.15,46.49,Credit Card
ORD-10137,2025-03-19,CUST-8204,Dr. Stanley Marshall,West,Corporate,Office Supplies,Binders,Binders Product 24,1402.42,364.21,7,0.15,76.95,Bank Transfer
ORD-10138,2024-07-07,CUST-3956,Susan Sullivan,East,Corporate,Office Supplies,Binders,Binders Product 14,4015.68,912.31,2,0.15,16.61,PayPal
ORD-10139,2024-06-05,CUST-8325,Brittany Mack,North,Home Office,Furniture,Storage,Storage Product 46,3602.43,-90.1,8,0.1,94.15,Bank Transfer
ORD-10140,2024-05-20,CUST-3621,Benjamin Pierce,North,Consumer,Office Supplies,Paper,Paper Product 78,421.45,78.76,6,0.2,103.32,Bank Transfer
ORD-10141,2024-01-18,CUST-1530,Dr. Michael Duncan Jr.,South,Home Office,Technology,Laptops,Laptops Product 58,1218.18,231.85,6,0.15,142.58,PayPal
ORD-10142,2024-08-15,CUST-5089,Trevor Shaw,North,Consumer,Technology,Accessories,Accessories Product 95,731.59,47.65,6,0.1,31.98,Bank Transfer
ORD-10143,2025-04-12,CUST-5678,Alex Miles,West,Consumer,Office Supplies,Paper,Paper Product 16,1345.79,23.05,8,0.05,24.68,Credit Card
ORD-10144,2024-08-19,CUST-2063,Jennifer Mckinney,East,Corporate,Technology,Accessories,Accessories Product 21,2253.3,-136.31,6,0.1,108.21,UPI
ORD-10145,2025-02-10,CUST-9094,Kathryn Crawford,North,Corporate,Furniture,Storage,Storage Product 71,1160.0,398.24,3,0.05,87.98,Bank Transfer
ORD-10146,2025-02-15,CUST-8842,Jennifer Wilson DVM,West,Corporate,Office Supplies,Paper,Paper Product 74,3079.14,-188.45,5,0.15,15.69,PayPal
ORD-10147,2024-11-24,CUST-3981,Erica Lewis,South,Corporate,Technology,Phones,Phones Product 65,2355.87,312.89,3,0.2,137.05,Credit Card
ORD-10148,2025-03-01,CUST-6669,Kimberly Flores,East,Consumer,Technology,Accessories,Accessories Product 33,807.43,-20.92,6,0.05,33.46,PayPal
ORD-10149,2024-03-05,CUST-3526,Matthew Kirby,South,Home Office,Office Supplies,Binders,Binders Product 80,3091.42,-179.17,3,0.2,109.49,PayPal
ORD-10150,2025-03-07,CUST-5336,Phillip Li,South,Home Office,Office Supplies,Paper,Paper Product 54,4134.92,-360.7,1,0.2,94.63,Credit Card
ORD-10151,2024-09-11,CUST-7653,Lucas Smith,East,Corporate,Office Supplies,Art,Art Product 10,1483.87,490.41,8,0.05,104.85,UPI
ORD-10152,2024-08-13,CUST-6231,Tyrone Hammond,East,Corporate,Furniture,Tables,Tables Product 17,2348.99,124.7,3,0.1,115.3,Credit Card
ORD-10153,2024-06-12,CUST-1829,Claudia Johnson,East,Corporate,Technology,Phones,Phones Product 79,656.48,67.17,3,0.0,65.63,UPI
ORD-10154,2025-02-20,CUST-9433,Richard Potter,West,Corporate,Furniture,Storage,Storage Product 40,3619.59,-52.75,3,0.15,77.12,Credit Card
ORD-10155,2025-04-28,CUST-1797,William Washington,North,Corporate,Furniture,Storage,Storage Product 64,2313.29,19.26,10,0.1,91.64,Bank Transfer
ORD-10156,2024-05-26,CUST-7606,Teresa Merritt,East,Consumer,Office Supplies,Paper,Paper Product 52,4243.5,398.54,5,0.1,12.42,UPI
ORD-10157,2024-07-04,CUST-2946,Michael Ryan,South,Consumer,Office Supplies,Binders,Binders Product 51,413.98,52.54,9,0.1,59.11,PayPal
ORD-10158,2024-10-12,CUST-1742,Dalton Holland,North,Consumer,Furniture,Chairs,Chairs Product 92,1035.34,133.67,9,0.0,53.29,Bank Transfer
ORD-10159,2024-09-22,CUST-6218,Danielle Soto,South,Corporate,Furniture,Chairs,Chairs Product 79,3050.99,402.66,6,0.2,112.2,PayPal
ORD-10160,2024-10-30,CUST-8780,Kelly Bailey,North,Corporate,Furniture,Storage,Storage Product 43,4150.03,579.15,10,0.1,102.7,Bank Transfer
ORD-10161,2024-10-25,CUST-5350,James Jordan,South,Home Office,Furniture,Storage,Storage Product 7,4366.89,799.87,10,0.15,89.61,UPI
ORD-10162,2024-09-25,CUST-1517,Steven Scott,North,Consumer,Office Supplies,Art,Art Product 3,3117.69,868.36,3,0.05,68.95,Bank Transfer
ORD-10163,2024-03-18,CUST-2020,Christopher Miller,South,Home Office,Furniture,Storage,Storage Product 27,1059.26,133.27,10,0.15,86.33,Bank Transfer
ORD-10164,2024-09-26,CUST-9950,Stacy Henderson,East,Home Office,Furniture,Tables,Tables Product 99,4785.59,511.33,9,0.1,130.81,PayPal
ORD-10165,2024-11-08,CUST-5876,Mark Lee,East,Home Office,Furniture,Chairs,Chairs Product 27,4788.82,122.37,5,0.05,105.08,Bank Transfer
ORD-10166,2024-06-11,CUST-2996,Carl Walker,West,Corporate,Furniture,Tables,Tables Product 45,2824.41,905.28,5,0.1,143.42,UPI
ORD-10167,2024-05-28,CUST-8849,Nancy Bennett,South,Consumer,Technology,Phones,Phones Product 69,4778.8,-307.93,8,0.1,44.31,PayPal
ORD-10168,2024-03-11,CUST-4697,Melissa Little,South,Consumer,Technology,Accessories,Accessories Product 13,3717.41,28.54,1,0.2,64.93,Bank Transfer
ORD-10169,2024-02-21,CUST-8793,Olivia Chavez,West,Home Office,Office Supplies,Paper,Paper Product 26,75.65,11.17,3,0.15,114.61,PayPal
ORD-10170,2024-06-13,CUST-9767,Brenda Yang,North,Consumer,Furniture,Storage,Storage Product 54,342.85,84.32,10,0.05,132.93,UPI
ORD-10171,2025-04-23,CUST-1151,Malik Gibson,East,Home Office,Technology,Phones,Phones Product 78,3950.41,-63.84,5,0.0,20.56,PayPal
ORD-10172,2024-05-25,CUST-8668,Patricia Richardson,East,Consumer,Furniture,Storage,Storage Product 15,2739.34,334.91,3,0.2,52.95,Bank Transfer
ORD-10173,2024-11-27,CUST-4164,Tyler Sandoval,South,Home Office,Furniture,Storage,Storage Product 82,971.69,224.92,5,0.2,135.07,Bank Transfer
